tab	sites
site	location	samples	specimens	age_high	age_low	age_unit	dir_alpha95	dir_comp_name	dir_dec	dir_inc	dir_k	dir_n_samples	dir_n_specimens	dir_n_specimens_lines	dir_n_specimens_planes	dir_polarity	dir_r	dir_tilt_correction	lat	lon	geologic_classes	geologic_types	lithologies	analysts	software_packages	citations	method_codes	result_quality	vgp_dm	vgp_dp	vgp_lat	vgp_lon
SD40	Zalawt plain	SD40-2:SD40-3:SD40-5:SD40-6	SD40-2:SD40-3:SD40-5:SD40-6	735	726	Ma	10.6	mag	279.2	-43.2	76.0	4.0	4.0	4.0	0.0	t	3.9604	0.0	17.14	54.9622	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:DE-FM:FS-LOC-GPS	g	13.2	8.2	0.8	298.2
SD40	Zalawt plain	SD40-1:SD40-2:SD40-3:SD40-4:SD40-6	SD40-1:SD40-2:SD40-3:SD40-4:SD40-6	735	726	Ma	5.7	lt	0.5	24.3	182.0	5.0	5.0	5.0	0.0	n	4.9781	0.0	17.14	54.9622	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM:FS-LOC-GPS	g	6.1	3.3	85.6	228.5
SD40	Zalawt plain	SD40-2:SD40-3:SD40-5:SD40-6	SD40-2:SD40-3:SD40-5:SD40-6	735	726	Ma	10.6	mag	274.3	-47.0	75.0	4.0	4.0	4.0	0.0	t	3.9602	100.0	17.14	54.9622	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO:FS-LOC-GPS	g	13.7	8.9	-4.3	296.7
SD40	Zalawt plain	SD40-1:SD40-2:SD40-3:SD40-4:SD40-6	SD40-1:SD40-2:SD40-3:SD40-4:SD40-6	735	726	Ma	5.7	lt	359.3	19.0	182.0	5.0	5.0	5.0	0.0	n	4.978	100.0	17.14	54.9622	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO:FS-LOC-GPS	g	5.9	3.1	82.6	240.3
SD42	Zalawt plain	SD42-2:SD42-4:SD42-5	SD42-2:SD42-4:SD42-5	735	726	Ma	22.0	lt	0.1	18.4	32.0	3.0	3.0	3.0	0.0	n	2.9382	0.0	17.1417	54.9631	Igneous	Volcanic Dike	Felsic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM:FS-LOC-GPS	g	22.9	11.9	82.3	234.2
SD42	Zalawt plain	SD42-2:SD42-4:SD42-5	SD42-2:SD42-4:SD42-5	735	726	Ma	22.0	lt	359.2	13.1	32.0	3.0	3.0	3.0	0.0	n	2.9384	100.0	17.1417	54.9631	Igneous	Volcanic Dike	Felsic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO:FS-LOC-GPS	g	22.4	11.4	79.5	239.3
SD43	Zalawt plain	SD43-1:SD43-3	SD43-1:SD43-3	735	726	Ma	4.9	lt	3.9	14.6	2644.0	2.0	2.0	2.0	0.0	n	1.9996	100.0	17.1422	54.9625	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	5.0	2.6	79.6	213.0
SD43	Zalawt plain	SD43-1:SD43-3	SD43-1:SD43-3	735	726	Ma	4.7	lt	5.1	19.6	2789.0	2.0	2.0	2.0	0.0	n	1.9996	0.0	17.1422	54.9625	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	4.9	2.6	81.4	199.0
SD43	Zalawt plain	SD43-1:SD43-2:SD43-3	SD43-1:SD43-2:SD43-3	735	726	Ma	14.7	mag	264.3	-45.2	71.0	3.0	3.0	3.0	0.0	t	2.9718	0.0	17.1422	54.9625	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:DE-FM:FS-LOC-GPS	g	18.6	11.8	-12.5	300.5
SD43	Zalawt plain	SD43-1:SD43-2:SD43-3	SD43-1:SD43-2:SD43-3	735	726	Ma	14.8	mag	258.4	-47.5	71.0	3.0	3.0	3.0	0.0	t	2.9718	100.0	17.1422	54.9625	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO:FS-LOC-GPS	g	19.2	12.5	-18.0	299.6
SD44	Zalawt plain	SD44-3	SD44-3	735	726	Ma		mt	274.0	-48.8		1.0	1.0	1.0	0.0	t		0.0	17.1275	54.9506	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	237.3	156.4	-5.0	295.3
SD44	Zalawt plain	SD44-1:SD44-2:SD44-3	SD44-1:SD44-2:SD44-3	735	726	Ma	23.9	lt	354.6	27.5	28.0	3.0	3.0	3.0	0.0	n	2.9275	100.0	17.1275	54.9506	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO:FS-LOC-GPS	g	26.1	14.2	84.2	299.9
SD44	Zalawt plain	SD44-1:SD44-3	SD44-1:SD44-3	735	726	Ma	13.5	mag	247.6	-58.7	345.0	2.0	2.0	2.0	0.0	t	1.9971	100.0	17.1275	54.9506	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	20.1	14.9	-27.9	288.8
SD44	Zalawt plain	SD44-3	SD44-3	735	726	Ma		mt	267.7	-52.0		1.0	1.0	1.0	0.0	t		100.0	17.1275	54.9506	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	246.3	168.5	-11.0	293.9
SD44	Zalawt plain	SD44-1:SD44-2:SD44-3	SD44-1:SD44-2:SD44-3	735	726	Ma	23.9	lt	356.2	33.0	28.0	3.0	3.0	3.0	0.0	n	2.9275	0.0	17.1275	54.9506	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM:FS-LOC-GPS	g	27.1	15.4	86.3	339.3
SD44	Zalawt plain	SD44-1:SD44-3	SD44-1:SD44-3	735	726	Ma	13.5	mag	257.1	-57.3	345.0	2.0	2.0	2.0	0.0	t	1.9971	0.0	17.1275	54.9506	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	19.7	14.4	-20.4	290.0
SD45	Zalawt plain	SD45-1:SD45-2:SD45-3	SD45-1:SD45-2:SD45-3	735	726	Ma	9.2	lt	358.2	25.8	181.0	3.0	3.0	3.0	0.0	n	2.989	0.0	17.1272	54.9506	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM:FS-LOC-GPS	g	9.9	5.4	86.1	261.4
SD45	Zalawt plain	SD45-1:SD45-2:SD45-3	SD45-1:SD45-2:SD45-3	735	726	Ma	16.2	mag	280.9	-59.8	59.0	3.0	3.0	3.0	0.0	t	2.9659	0.0	17.1272	54.9506	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:DE-FM:FS-LOC-GPS	g	24.4	18.4	-3.1	283.1
SD45	Zalawt plain	SD45-1:SD45-2:SD45-3	SD45-1:SD45-2:SD45-3	735	726	Ma	9.2	lt	356.9	20.5	181.0	3.0	3.0	3.0	0.0	n	2.989	100.0	17.1272	54.9506	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO:FS-LOC-GPS	g	9.7	5.1	82.8	260.1
SD45	Zalawt plain	SD45-1:SD45-2:SD45-3	SD45-1:SD45-2:SD45-3	735	726	Ma	16.3	mag	271.9	-63.5	58.0	3.0	3.0	3.0	0.0	t	2.9657	100.0	17.1272	54.9506	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO:FS-LOC-GPS	g	25.8	20.4	-10.7	280.8
SD46	Zalawt plain	SD46-1:SD46-2	SD46-1:SD46-2	735	726	Ma	13.4	lt	2.9	23.5	350.0	2.0	2.0	2.0	0.0	n	1.9971	100.0	17.1267	54.95	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	14.3	7.6	84.4	204.4
SD46	Zalawt plain	SD46-1:SD46-2	SD46-1:SD46-2	735	726	Ma	2.4	mag	269.4	-64.1	11118.0	2.0	2.0	2.0	0.0	t	1.9999	0.0	17.1267	54.95	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	3.8	3.1	-12.6	280.4
SD46	Zalawt plain	SD46-1:SD46-2	SD46-1:SD46-2	735	726	Ma	2.5	mag	257.3	-66.6	10360.0	2.0	2.0	2.0	0.0	t	1.9999	100.0	17.1267	54.95	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	4.1	3.4	-21.1	278.1
SD46	Zalawt plain	SD46-1:SD46-2	SD46-1:SD46-2	735	726	Ma	13.3	lt	4.6	28.5	357.0	2.0	2.0	2.0	0.0	n	1.9972	0.0	17.1267	54.95	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	14.6	8.0	85.2	167.6
SD47	Zalawt plain	SD47-3	SD47-3	735	726	Ma		lt	18.6	50.0		1.0	1.0	1.0	0.0	n		0.0	17.1264	54.9497	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	240.6	160.7	68.2	102.5
SD47	Zalawt plain	SD47-1:SD47-3:SD47-4	SD47-1:SD47-3:SD47-4	735	726	Ma	8.5	mag	275.7	-57.7	213.0	3.0	3.0	3.0	0.0	t	2.9906	0.0	17.1264	54.9497	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM:FS-LOC-GPS	g	12.5	9.2	-6.2	286.6
SD47	Zalawt plain	SD47-1:SD47-2:SD47-3:SD47-4	SD47-1:SD47-2:SD47-3:SD47-4	735	726	Ma	10.4	mt	264.3	-55.1	79.0	4.0	4.0	4.0	0.0	t	3.9619	0.0	17.1264	54.9497	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:DE-BFL-A:LP-DC4:DE-FM:FS-LOC-GPS	g	14.8	10.5	-14.4	291.5
SD47	Zalawt plain	SD47-3	SD47-3	735	726	Ma		lt	13.7	45.8		1.0	1.0	1.0	0.0	n		100.0	17.1264	54.9497	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	229.6	146.5	73.8	103.9
SD47	Zalawt plain	SD47-1:SD47-3:SD47-4	SD47-1:SD47-3:SD47-4	735	726	Ma	8.5	mag	266.9	-61.0	212.0	3.0	3.0	3.0	0.0	t	2.9906	100.0	17.1264	54.9497	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO:FS-LOC-GPS	g	13.0	10.0	-13.6	284.6
SD47	Zalawt plain	SD47-1:SD47-2:SD47-3:SD47-4	SD47-1:SD47-2:SD47-3:SD47-4	735	726	Ma	10.4	mt	255.8	-57.2	79.0	4.0	4.0	4.0	0.0	t	3.9619	100.0	17.1264	54.9497	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:DE-BFL-A:LP-DC4:DE-FM:DA-DIR-GEO:FS-LOC-GPS	g	15.2	11.1	-21.4	290.3
SD48	Zalawt plain	SD48-2	SD48-2	735	726	Ma		lt	355.5	7.8		1.0	1.0	1.0	0.0	n		100.0	17.1261	54.9489	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	181.3	91.3	76.1	253.9
SD48	Zalawt plain	SD48-2	SD48-2	735	726	Ma		lt	356.0	13.3		1.0	1.0	1.0	0.0	n		0.0	17.1261	54.9489	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	183.7	93.7	78.9	256.0
SD48	Zalawt plain	SD48-1:SD48-2:SD48-3	SD48-1:SD48-2:SD48-3	735	726	Ma	6.6	mag	263.5	-53.0	347.0	3.0	3.0	3.0	0.0	t	2.9942	0.0	17.1261	54.9489	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:DE-FM:FS-LOC-GPS	g	9.1	6.3	-14.6	293.7
SD48	Zalawt plain	SD48-1:SD48-2:SD48-3	SD48-1:SD48-2:SD48-3	735	726	Ma	6.7	mag	255.6	-55.1	343.0	3.0	3.0	3.0	0.0	t	2.9942	100.0	17.1261	54.9489	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO:FS-LOC-GPS	g	9.5	6.8	-21.4	292.6
SD49	Zalawt plain	SD49-1:SD49-4	SD49-1:SD49-4	735	726	Ma	18.6	mt	260.9	-61.1	182.0	2.0	2.0	2.0	0.0	t	1.9945	100.0	17.1256	54.9456	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	28.5	21.9	-18.0	285.2
SD49	Zalawt plain	SD49-3	SD49-3	735	726	Ma		lt	351.5	32.7		1.0	1.0	1.0	0.0	n		0.0	17.1256	54.9456	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	203.7	115.2	81.9	331.1
SD49	Zalawt plain	SD49-3	SD49-3	735	726	Ma		lt	350.2	27.1		1.0	1.0	1.0	0.0	n		100.0	17.1256	54.9456	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	195.9	106.6	80.2	310.0
SD49	Zalawt plain	SD49-1:SD49-4	SD49-1:SD49-4	735	726	Ma	7.5	mag	266.9	-52.8	1106.0	2.0	2.0	2.0	0.0	t	1.9991	0.0	17.1256	54.9456	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	10.4	7.2	-11.8	293.3
SD49	Zalawt plain	SD49-1:SD49-4	SD49-1:SD49-4	735	726	Ma	7.5	mag	259.3	-55.3	1100.0	2.0	2.0	2.0	0.0	t	1.9991	100.0	17.1256	54.9456	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	10.7	7.6	-18.4	292.0
SD49	Zalawt plain	SD49-1:SD49-4	SD49-1:SD49-4	735	726	Ma	18.7	mt	270.3	-58.3	181.0	2.0	2.0	2.0	0.0	t	1.9945	0.0	17.1256	54.9456	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	27.7	20.5	-10.4	287.1
SD5	Zalawt plain	SD5-3:SD5-4	SD5-3:SD5-4	735	726	Ma	42.8	mt	286.1	-40.3	36.0	2.0	2.0	2.0	0.0	t	1.9723	0.0	17.0528	54.8583	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	51.7	31.2	7.4	298.0
SD5	Zalawt plain	SD5-1:SD5-3:SD5-4	SD5-1:SD5-3:SD5-4	735	726	Ma	18.6	mag	280.0	-47.4	45.0	3.0	3.0	3.0	0.0	t	2.9555	0.0	17.0528	54.8583	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:DE-FM:FS-LOC-GPS	g	24.1	15.7	0.3	294.8
SD5	Zalawt plain	SD5-1	SD5-1	735	726	Ma		lt	359.7	30.1		1.0	1.0	1.0	0.0	n		0.0	17.0528	54.8583	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	199.8	110.9	89.0	252.0
SD50	Zalawt plain	SD50-1:SD50-2:SD50-3:SD50-4:SD50-5:SD50-6:SD50-7	SD50-1:SD50-2:SD50-3:SD50-4:SD50-5:SD50-6:SD50-7	735	726	Ma	22.2	lt	3.0	12.4	8.0	7.0	7.0	7.0	0.0	n	6.2823	0.0	17.1256	54.9456	Igneous	Volcanic Dike	Felsic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM:FS-LOC-GPS	g	22.6	11.5	78.8	219.4
SD50	Zalawt plain	SD50-1:SD50-2:SD50-3:SD50-4:SD50-5:SD50-6:SD50-7	SD50-1:SD50-2:SD50-3:SD50-4:SD50-5:SD50-6:SD50-7	735	726	Ma	22.2	lt	2.4	7.3	8.0	7.0	7.0	7.0	0.0	n	6.2837	100.0	17.1256	54.9456	Igneous	Volcanic Dike	Felsic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO:FS-LOC-GPS	g	22.3	11.2	76.4	224.7
SD50	Zalawt plain	SD50-1:SD50-2:SD50-3:SD50-5:SD50-6	SD50-1:SD50-2:SD50-3:SD50-5:SD50-6	735	726	Ma	6.7	mag	269.8	-68.4	131.0	5.0	5.0	5.0	0.0	t	4.9695	100.0	17.1256	54.9456	Igneous	Volcanic Dike	Felsic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO:FS-LOC-GPS	g	11.3	9.5	-13.4	274.6
SD50	Zalawt plain	SD50-1:SD50-2:SD50-3:SD50-5:SD50-6	SD50-1:SD50-2:SD50-3:SD50-5:SD50-6	735	726	Ma	6.7	mag	281.1	-64.8	131.0	5.0	5.0	5.0	0.0	t	4.9696	0.0	17.1256	54.9456	Igneous	Volcanic Dike	Felsic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:DE-FM:FS-LOC-GPS	g	10.8	8.7	-5.0	277.4
SD51	Zalawt plain	SD51-2:SD51-3:SD51-4	SD51-2:SD51-3:SD51-4	735	726	Ma	33.7	lt	357.0	37.9	14.0	3.0	3.0	3.0	0.0	n	2.8614	0.0	17.1892	54.9381	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM:FS-LOC-GPS	g	39.8	23.5	85.0	21.2
SD51	Zalawt plain	SD51-2:SD51-3:SD51-4	SD51-2:SD51-3:SD51-4	735	726	Ma	8.8	mag	260.9	-52.8	199.0	3.0	3.0	3.0	0.0	t	2.99	0.0	17.1892	54.9381	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:DE-FM:FS-LOC-GPS	g	12.2	8.4	-16.7	294.3
SD51	Zalawt plain	SD51-2:SD51-3:SD51-4	SD51-2:SD51-3:SD51-4	735	726	Ma	33.8	lt	355.1	32.5	14.0	3.0	3.0	3.0	0.0	n	2.8611	100.0	17.1892	54.9381	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO:FS-LOC-GPS	g	38.2	21.6	85.3	332.6
SD51	Zalawt plain	SD51-2:SD51-3:SD51-4	SD51-2:SD51-3:SD51-4	735	726	Ma	8.8	mag	252.9	-54.7	198.0	3.0	3.0	3.0	0.0	t	2.9899	100.0	17.1892	54.9381	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO:FS-LOC-GPS	g	12.4	8.8	-23.5	293.3
SD52	Zalawt plain	SD52-1:SD52-2:SD52-4:SD52-5:SD52-6:SD52-7:SD52-8:SD52-9	SD52-1:SD52-2:SD52-4:SD52-5:SD52-6:SD52-7:SD52-8:SD52-9	735	726	Ma	5.8	lt	357.6	25.0	91.0	8.0	8.0	8.0	0.0	n	7.9228	100.0	17.1897	54.9411	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO:FS-LOC-GPS	g	6.2	3.3	85.4	265.5
SD52	Zalawt plain	SD52-1:SD52-2:SD52-4:SD52-5:SD52-6:SD52-7:SD52-8:SD52-9	SD52-1:SD52-2:SD52-4:SD52-5:SD52-6:SD52-7:SD52-8:SD52-9	735	726	Ma	5.8	lt	359.1	30.4	91.0	8.0	8.0	8.0	0.0	n	7.923	0.0	17.1897	54.9411	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM:FS-LOC-GPS	g	6.5	3.6	88.9	284.0
SD53	Zalawt plain	SD53-1:SD53-2:SD53-3	SD53-1:SD53-2:SD53-3	735	726	Ma	8.6	mag	276.8	-52.3	207.0	3.0	3.0	3.0	0.0	t	2.9904	0.0	17.1253	54.9479	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM:FS-LOC-GPS	g	11.8	8.1	-3.7	291.6
SD53	Zalawt plain	SD53-1:SD53-2:SD53-3	SD53-1:SD53-2:SD53-3	735	726	Ma	8.6	mag	269.9	-55.7	206.0	3.0	3.0	3.0	0.0	t	2.9903	100.0	17.1253	54.9479	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO:FS-LOC-GPS	g	12.3	8.8	-10.1	289.9
SD54	Zalawt plain	SD54-1:SD54-2:SD54-3	SD54-1:SD54-2:SD54-3	735	726	Ma	11.3	mag	269.0	-56.9	120.0	3.0	3.0	3.0	0.0	t	2.9834	0.0	17.1253	54.9471	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM:FS-LOC-GPS	g	16.4	11.9	-11.1	288.8
SD54	Zalawt plain	SD54-2	SD54-2	735	726	Ma		mt	286.2	-46.4		1.0	1.0	1.0	0.0	t		0.0	17.1253	54.9471	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	231.1	148.3	5.7	293.6
SD54	Zalawt plain	SD54-1:SD54-2:SD54-3	SD54-1:SD54-2:SD54-3	735	726	Ma	11.2	mag	260.0	-59.5	122.0	3.0	3.0	3.0	0.0	t	2.9836	100.0	17.1253	54.9471	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO:FS-LOC-GPS	g	16.8	12.6	-18.5	287.2
SD54	Zalawt plain	SD54-2	SD54-2	735	726	Ma		mt	281.3	-50.7		1.0	1.0	1.0	0.0	t		100.0	17.1253	54.9471	Igneous	Volcanic Dike	Mafic Dike		pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	242.5	163.4	0.4	291.7
