tab	specimens
analysts	aniso_f	aniso_l	aniso_p	aniso_s	aniso_s_n_measurements	aniso_t	aniso_type	azimuth	citations	contribution_id	critical_temp	critical_temp_high	critical_temp_low	critical_temp_mineral	critical_temp_type	description	dip	dir_alpha95	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	experiments	hyst_bc	hyst_bc_offset	hyst_bcr	hyst_loop	hyst_mr_mass	hyst_ms_mass	hyst_xhf	igsn	igsn_parent	instrument_codes	int_corr	meas_orient_phi	meas_orient_theta	meas_step_max	meas_step_min	meas_step_unit	meas_temp	method_codes	mineral_type	rem_hirm_mass	rem_sratio	rem_sratio_back	rem_sratio_forward	result_quality	row_id	sample	software_packages	specimen	synthetic_alternatives	volume	weight
									This study										lt	92.5	13.0	15.1	17.2	2.0	3.0	0.0	S19B-1_LP-DIR-T										hargrave 2023-10-05 16:15:46	u			373.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		S19B-1	pmagpy-4.2.124: demag_gui	S19B-1			
									This study										mag	0.0	219.9	11.4	6.4	1.0	12.0	0.0	S19B-12_LP-DIR-T										hargrave 2023-10-06 17:59:02	u			853.0	713.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		S19B-12	pmagpy-4.2.124: demag_gui	S19B-12			
									This study										mag	2.3	263.1	-51.0	3.9	1.0	11.0	0.0	S19B-13_LP-DIR-T										hargrave 2024-07-14 15:20:48	u			893.0	813.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		S19B-13	pmagpy-4.2.124: demag_gui	S19B-13			
									This study										mag	1.6	316.6	-45.5	2.8	1.0	11.0	0.0	S19B-14_LP-DIR-T										hargrave 2024-07-14 15:22:13	u			863.0	793.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		S19B-14	pmagpy-4.2.124: demag_gui	S19B-14			
									This study										mag	3.0	294.1	-42.9	3.5	1.0	12.0	0.0	S19B-15_LP-DIR-T										hargrave 2024-07-14 15:24:41	u			893.0	793.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		S19B-15	pmagpy-4.2.124: demag_gui	S19B-15			
									This study										mt	6.6	280.1	-59.1	2.4	1.0	4.0	0.0	S19B-16_LP-DIR-T										hargrave 2024-07-14 12:19:00	u			823.0	773.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		S19B-16	pmagpy-4.2.124: demag_gui	S19B-16			
									This study										mt	21.0	270.7	-72.7	10.8	1.0	4.0	0.0	S19B-17_LP-DIR-T										hargrave 2024-07-14 12:21:55	u			828.0	793.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		S19B-17	pmagpy-4.2.124: demag_gui	S19B-17			
									This study										mt	54.6	265.6	-58.0	20.5	1.0	3.0	0.0	S19B-19_LP-DIR-T										hargrave 2024-07-14 12:25:03	u			613.0	553.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		S19B-19	pmagpy-4.2.124: demag_gui	S19B-19			
									This study										mag	0.0	285.8	-67.0	2.3	2.0	10.0	0.0	S19B-2_LP-DIR-T										hargrave 2023-10-05 16:17:14	u			853.0	773.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		S19B-2	pmagpy-4.2.124: demag_gui	S19B-2			
									This study										lt	91.3	344.1	20.3	6.9	2.0	3.0	0.0	S19B-2_LP-DIR-T										hargrave 2023-10-05 16:17:14	u			473.0	77.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		S19B-2	pmagpy-4.2.124: demag_gui	S19B-2			
									This study										mt	12.6	275.7	-64.5	14.4	1.0	7.0	0.0	S19B-20_LP-DIR-T										hargrave 2024-07-14 12:26:30	u			842.0	793.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		S19B-20	pmagpy-4.2.124: demag_gui	S19B-20			
									This study										mt	6.3	279.7	-43.1	8.5	1.0	11.0	0.0	S19B-21_LP-DIR-T										hargrave 2024-07-11 14:24:15	u			833.0	553.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		S19B-21	pmagpy-4.2.124: demag_gui	S19B-21			
									This study										mag	2.9	81.2	-3.4	5.2	1.0	11.0	0.0	S19B-22_LP-DIR-T										hargrave 2024-07-11 14:25:41	u			838.0	583.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		S19B-22	pmagpy-4.2.124: demag_gui	S19B-22			
									This study										lt	92.4	359.1	23.5	9.1	2.0	3.0	0.0	S19B-3_LP-DIR-T										hargrave 2023-10-10 13:10:43	u			473.0	77.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		S19B-3	pmagpy-4.2.124: demag_gui	S19B-3			
									This study										mag	0.0	289.3	-53.9	1.3	2.0	12.0	0.0	S19B-3_LP-DIR-T										hargrave 2023-10-10 13:10:43	u			853.0	713.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		S19B-3	pmagpy-4.2.124: demag_gui	S19B-3			
									This study										lt	91.0	23.5	42.9	1.2	2.0	3.0	0.0	S19B-4_LP-DIR-T										hargrave 2023-10-05 16:20:12	u			373.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		S19B-4	pmagpy-4.2.124: demag_gui	S19B-4			
									This study										mag	0.0	290.7	-54.0	3.2	2.0	13.0	0.0	S19B-4_LP-DIR-T										hargrave 2023-10-05 16:20:12	u			853.0	673.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		S19B-4	pmagpy-4.2.124: demag_gui	S19B-4			
									This study										lt	112.5	26.2	39.6	2.5	2.0	4.0	0.0	S19B-5_LP-DIR-T										hargrave 2023-10-10 13:12:09	u			473.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		S19B-5	pmagpy-4.2.124: demag_gui	S19B-5			
									This study										mag	0.0	268.2	-55.4	2.0	2.0	10.0	0.0	S19B-5_LP-DIR-T										hargrave 2023-10-10 13:12:09	u			853.0	773.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		S19B-5	pmagpy-4.2.124: demag_gui	S19B-5			
									This study										mht	1.3	53.4	84.0	1.3	1.0	16.0	0.0	S19B-7_LP-DIR-T										hargrave 2023-11-14 10:27:09	u			958.0	853.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		S19B-7	pmagpy-4.2.124: demag_gui	S19B-7			
									This study										hem	2.5	6.0	67.3	3.3	1.0	16.0	0.0	S19B-9_LP-DIR-T										hargrave 2023-11-14 10:28:38	u			958.0	853.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		S19B-9	pmagpy-4.2.124: demag_gui	S19B-9			
									This study										mt	0.2	243.8	-48.0	3.1	1.0	7.0	0.0	S85B-1_LP-DIR-T										hargrave 2024-07-14 15:38:20	u			845.0	813.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		S85B-1	pmagpy-4.2.124: demag_gui	S85B-1			
									This study										mt	2.4	236.3	-72.0	6.7	1.0	11.0	0.0	S85B-2_LP-DIR-T										hargrave 2024-07-14 15:40:58	u			845.0	713.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		S85B-2	pmagpy-4.2.124: demag_gui	S85B-2			
									This study										mt	1.9	271.5	-74.4	2.9	1.0	11.0	0.0	S85B-4_LP-DIR-T										hargrave 2024-07-14 15:43:59	u			845.0	713.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		S85B-4	pmagpy-4.2.124: demag_gui	S85B-4			
									This study										Fit 1	1.5	247.6	-65.0	4.6	1.0	9.0	0.0	S85B-5_LP-DIR-T										hargrave 2024-07-14 15:45:26	u			838.0	713.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		S85B-5	pmagpy-4.2.124: demag_gui	S85B-5			
									This study										lmt	44.8	15.8	35.3	15.4	2.0	3.0	0.0	S85B-6_LP-DIR-T										hargrave 2024-07-08 11:07:29	u			553.0	373.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		S85B-6	pmagpy-4.2.124: demag_gui	S85B-6			
									This study										mt	42.5	335.1	0.1	15.1	2.0	11.0	0.0	S85B-6_LP-DIR-T										hargrave 2024-07-08 11:07:29	u			841.0	613.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		S85B-6	pmagpy-4.2.124: demag_gui	S85B-6			
									This study										mt	5.8	354.8	-15.6	25.3	1.0	13.0	0.0	S85B-7_LP-DIR-T										hargrave 2024-07-08 11:08:43	u			845.0	583.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		S85B-7	pmagpy-4.2.124: demag_gui	S85B-7			
									This study										mag	108.4	302.6	17.5	25.6	1.0	5.0	0.0	S85B-8_LP-DIR-T										hargrave 2024-07-08 11:09:54	u			838.0	813.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		S85B-8	pmagpy-4.2.124: demag_gui	S85B-8			
									This study										mag	29.5	339.4	56.1	36.5	1.0	9.0	0.0	S85B-9_LP-DIR-T										hargrave 2024-07-08 11:11:07	u			838.0	713.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		S85B-9	pmagpy-4.2.124: demag_gui	S85B-9			
									This study										mag	0.0	271.0	-60.9	2.8	3.0	9.0	0.0	SD1-1_LP-DIR-T										hargrave 2023-10-09 10:26:16	u			878.0	828.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD1-1	pmagpy-4.2.124: demag_gui	SD1-1			
									This study										mt	17.9	294.0	-35.6	1.9	3.0	4.0	0.0	SD1-1_LP-DIR-T										hargrave 2023-10-09 10:26:16	u			613.0	548.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD1-1	pmagpy-4.2.124: demag_gui	SD1-1			
									This study										lt	66.9	357.0	19.8	3.2	3.0	3.0	0.0	SD1-1_LP-DIR-T										hargrave 2023-10-09 10:26:16	u			473.0	77.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD1-1	pmagpy-4.2.124: demag_gui	SD1-1			
									This study										mt	26.5	304.4	-20.0	9.5	3.0	5.0	0.0	SD1-2_LP-DIR-T										hargrave 2023-05-12 19:22:52	u			633.0	548.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD1-2	pmagpy-4.2.124: demag_gui	SD1-2			
									This study										lt	31.4	356.8	8.5	7.1	3.0	4.0	0.0	SD1-2_LP-DIR-T										hargrave 2023-05-12 19:22:52	u			473.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD1-2	pmagpy-4.2.124: demag_gui	SD1-2			
									This study										mag	0.0	278.1	-46.1	10.3	3.0	11.0	0.0	SD1-2_LP-DIR-T										hargrave 2023-05-12 19:22:52	u			859.0	773.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD1-2	pmagpy-4.2.124: demag_gui	SD1-2			
									This study										lt	73.5	2.7	19.7	13.4	3.0	3.0	0.0	SD1-3_LP-DIR-T										hargrave 2023-05-12 19:25:12	u			373.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD1-3	pmagpy-4.2.124: demag_gui	SD1-3			
									This study										mt	20.5	277.5	-27.6	3.4	3.0	4.0	0.0	SD1-3_LP-DIR-T										hargrave 2023-05-12 19:25:12	u			593.0	523.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD1-3	pmagpy-4.2.124: demag_gui	SD1-3			
									This study										mag	0.0	248.9	-54.6	4.7	3.0	11.0	0.0	SD1-3_LP-DIR-T										hargrave 2023-05-12 19:25:12	u			859.0	773.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD1-3	pmagpy-4.2.124: demag_gui	SD1-3			
									This study										mag	2.9	3.8	-82.6	3.1	1.0	6.0	0.0	SD1-5_LP-DIR-T										hargrave 2023-05-12 12:55:01	u			851.0	828.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD1-5	pmagpy-4.2.124: demag_gui	SD1-5			
									This study										mag	72.7	315.6	-63.8	11.6	2.0	6.0	0.0	SD1-6_LP-DIR-T										hargrave 2023-05-12 19:26:39	u			859.0	833.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD1-6	pmagpy-4.2.124: demag_gui	SD1-6			
									This study										lt	60.7	356.4	55.5	20.7	2.0	3.0	0.0	SD1-6_LP-DIR-T										hargrave 2023-05-12 19:26:39	u			373.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD1-6	pmagpy-4.2.124: demag_gui	SD1-6			
									This study										mt	2.5	351.1	-11.4	3.4	3.0	7.0	0.0	SD1-7_LP-DIR-T										hargrave 2023-05-12 19:28:06	u			613.0	473.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD1-7	pmagpy-4.2.124: demag_gui	SD1-7			
									This study										mag	1.5	349.4	-20.6	3.0	3.0	7.0	0.0	SD1-7_LP-DIR-T										hargrave 2023-05-12 19:28:06	u			859.0	828.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD1-7	pmagpy-4.2.124: demag_gui	SD1-7			
									This study										lt	53.3	322.8	32.3	15.4	3.0	3.0	0.0	SD1-7_LP-DIR-T										hargrave 2023-05-12 19:28:06	u			373.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD1-7	pmagpy-4.2.124: demag_gui	SD1-7			
									This study										mt	23.0	50.2	24.6	9.1	2.0	4.0	0.0	SD10-1_LP-DIR-T										hargrave 2023-05-12 19:48:20	u			653.0	593.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD10-1	pmagpy-4.2.124: demag_gui	SD10-1			
									This study										mag	3.3	78.8	51.2	5.2	2.0	11.0	0.0	SD10-1_LP-DIR-T										hargrave 2023-05-12 19:48:20	u			859.0	773.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD10-1	pmagpy-4.2.124: demag_gui	SD10-1			
									This study										lt	36.9	11.3	31.3	9.5	2.0	3.0	0.0	SD10-2_LP-DIR-T										hargrave 2023-05-12 19:49:51	u			473.0	77.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD10-2	pmagpy-4.2.124: demag_gui	SD10-2			
									This study										mag	20.0	58.4	54.0	19.4	2.0	7.0	0.0	SD10-2_LP-DIR-T										hargrave 2023-05-12 19:49:51	u			828.0	713.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD10-2	pmagpy-4.2.124: demag_gui	SD10-2			
									This study										lt	12.4	7.1	34.2	7.5	2.0	4.0	0.0	SD10-3_LP-DIR-T										hargrave 2023-05-12 19:51:38	u			473.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD10-3	pmagpy-4.2.124: demag_gui	SD10-3			
									This study										mag	0.0	49.5	52.2	7.6	2.0	11.0	0.0	SD10-3_LP-DIR-T										hargrave 2023-05-12 19:51:38	u			859.0	773.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD10-3	pmagpy-4.2.124: demag_gui	SD10-3			
									This study										mag	0.0	73.1	58.6	11.1	3.0	10.0	0.0	SD10-4_LP-DIR-T										hargrave 2023-05-12 13:45:53	u			851.0	773.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD10-4	pmagpy-4.2.124: demag_gui	SD10-4			
									This study										mt	0.2	39.4	57.5	1.7	3.0	7.0	0.0	SD10-4_LP-DIR-T										hargrave 2023-05-12 13:45:53	u			613.0	473.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD10-4	pmagpy-4.2.124: demag_gui	SD10-4			
									This study										lt	42.5	345.6	22.3	5.5	3.0	3.0	0.0	SD10-4_LP-DIR-T										hargrave 2023-05-12 13:45:53	u			373.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD10-4	pmagpy-4.2.124: demag_gui	SD10-4			
									This study										mt	2.5	219.4	-8.4	3.9	2.0	5.0	0.0	SD11-2_LP-DIR-T										hargrave 2023-11-02 09:37:58	u			573.0	473.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD11-2	pmagpy-4.2.124: demag_gui	SD11-2			
									This study										mag	2.9	218.4	-12.4	4.1	2.0	11.0	0.0	SD11-2_LP-DIR-T										hargrave 2023-11-02 09:37:58	u			859.0	773.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD11-2	pmagpy-4.2.124: demag_gui	SD11-2			
									This study										mt	1.8	218.3	-6.8	2.4	2.0	7.0	0.0	SD11-3_LP-DIR-T										hargrave 2023-10-15 18:18:19	u			613.0	473.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD11-3	pmagpy-4.2.124: demag_gui	SD11-3			
									This study										mag	0.6	220.7	-6.4	1.5	2.0	11.0	0.0	SD11-3_LP-DIR-T										hargrave 2023-10-15 18:18:19	u			859.0	773.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD11-3	pmagpy-4.2.124: demag_gui	SD11-3			
									This study										mag	0.0	282.6	-66.5	2.8	2.0	10.0	0.0	SD12-1_LP-DIR-T										hargrave 2023-10-06 17:26:19	u			859.0	793.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD12-1	pmagpy-4.2.124: demag_gui	SD12-1			
									This study										mt	14.8	289.8	-44.6	14.9	2.0	5.0	0.0	SD12-1_LP-DIR-T										hargrave 2023-10-06 17:26:19	u			613.0	523.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD12-1	pmagpy-4.2.124: demag_gui	SD12-1			
									This study										mag	0.0	261.9	-60.3	2.5	1.0	8.0	0.0	SD12-2_LP-DIR-T										hargrave 2023-10-06 17:29:54	u			859.0	818.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD12-2	pmagpy-4.2.124: demag_gui	SD12-2			
									This study										mt	26.2	280.9	-38.7	28.2	2.0	5.0	0.0	SD12-3_LP-DIR-T										hargrave 2023-10-06 17:31:23	u			653.0	573.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD12-3	pmagpy-4.2.124: demag_gui	SD12-3			
									This study										mag	0.0	303.2	-66.4	1.8	2.0	10.0	0.0	SD12-3_LP-DIR-T										hargrave 2023-10-06 17:31:23	u			859.0	793.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD12-3	pmagpy-4.2.124: demag_gui	SD12-3			
									This study										mag	0.0	270.4	-55.6	1.3	2.0	11.0	0.0	SD13-2_LP-DIR-T										hargrave 2023-10-15 18:21:05	u			859.0	773.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD13-2	pmagpy-4.2.124: demag_gui	SD13-2			
									This study										mt	1.0	280.6	-53.7	0.8	2.0	8.0	0.0	SD13-2_LP-DIR-T										hargrave 2023-10-15 18:21:05	u			613.0	373.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD13-2	pmagpy-4.2.124: demag_gui	SD13-2			
									This study										lt	17.1	353.8	14.9	10.1	2.0	3.0	0.0	SD14-1_LP-DIR-T										hargrave 2023-05-11 12:29:49	u			373.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD14-1	pmagpy-4.2.124: demag_gui	SD14-1			
									This study										mag	0.0	50.7	49.9	9.1	2.0	7.0	0.0	SD14-1_LP-DIR-T										hargrave 2023-05-11 12:29:49	u			836.0	793.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD14-1	pmagpy-4.2.124: demag_gui	SD14-1			
									This study										mag	0.0	51.5	61.2	1.5	1.0	5.0	0.0	SD14-2_LP-DIR-T										hargrave 2023-05-11 12:31:22	u			840.0	818.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD14-2	pmagpy-4.2.124: demag_gui	SD14-2			
									This study										mag	0.0	89.6	3.8	2.0	1.0	8.0	0.0	SD14-3_LP-DIR-T										hargrave 2023-05-11 12:33:06	u			840.0	773.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD14-3	pmagpy-4.2.124: demag_gui	SD14-3			
									This study										mag	0.0	239.4	-69.6	1.1	1.0	10.0	0.0	SD16-1_LP-DIR-T										hargrave 2023-05-12 14:06:52	u			851.0	793.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD16-1	pmagpy-4.2.124: demag_gui	SD16-1			
									This study										lt	113.1	344.3	41.9	19.6	3.0	3.0	0.0	SD16-2_LP-DIR-T										hargrave 2023-05-12 14:08:33	u			373.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD16-2	pmagpy-4.2.124: demag_gui	SD16-2			
									This study										mag	0.0	261.8	-59.1	1.9	3.0	10.0	0.0	SD16-2_LP-DIR-T										hargrave 2023-05-12 14:08:33	u			851.0	773.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD16-2	pmagpy-4.2.124: demag_gui	SD16-2			
									This study										mt	6.5	250.9	-53.4	5.3	3.0	5.0	0.0	SD16-2_LP-DIR-T										hargrave 2023-05-12 14:08:33	u			633.0	548.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD16-2	pmagpy-4.2.124: demag_gui	SD16-2			
									This study										mag	0.0	266.0	-75.3	2.4	1.0	10.0	0.0	SD16-3_LP-DIR-T										hargrave 2023-05-12 14:10:10	u			851.0	808.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD16-3	pmagpy-4.2.124: demag_gui	SD16-3			
									This study										mt	2.0	229.8	-32.6	2.3	2.0	7.0	0.0	SD16-4_LP-DIR-T										hargrave 2023-05-12 14:11:44	u			593.0	373.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD16-4	pmagpy-4.2.124: demag_gui	SD16-4			
									This study										mag	0.0	232.7	-31.8	3.1	2.0	10.0	0.0	SD16-4_LP-DIR-T										hargrave 2023-05-12 14:11:44	u			851.0	773.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD16-4	pmagpy-4.2.124: demag_gui	SD16-4			
									This study										mt	37.8	210.4	-63.4	4.4	2.0	5.0	0.0	SD17-1_LP-DIR-T										hargrave 2023-05-16 20:36:21	u			633.0	548.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD17-1	pmagpy-4.2.124: demag_gui	SD17-1			
									This study										mag	28.5	113.4	50.3	2.8	2.0	5.0	0.0	SD17-1_LP-DIR-T										hargrave 2023-05-16 20:36:21	u			847.0	828.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD17-1	pmagpy-4.2.124: demag_gui	SD17-1			
									This study										mag	0.0	51.4	49.7	6.4	3.0	7.0	0.0	SD17-2_LP-DIR-T										hargrave 2023-05-16 20:37:51	u			837.0	773.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD17-2	pmagpy-4.2.124: demag_gui	SD17-2			
									This study										lt	26.9	354.5	35.6	5.9	3.0	3.0	0.0	SD17-2_LP-DIR-T										hargrave 2023-05-16 20:37:51	u			473.0	77.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD17-2	pmagpy-4.2.124: demag_gui	SD17-2			
									This study										mt	121.9	311.6	-64.8	11.2	3.0	4.0	0.0	SD17-2_LP-DIR-T										hargrave 2023-05-16 20:37:51	u			613.0	548.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD17-2	pmagpy-4.2.124: demag_gui	SD17-2			
									This study										mt	25.9	329.5	-39.8	13.5	2.0	3.0	0.0	SD17-3_LP-DIR-T										hargrave 2023-05-15 16:38:23	u			613.0	573.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD17-3	pmagpy-4.2.124: demag_gui	SD17-3			
									This study										lt	30.2	356.0	20.6	4.3	2.0	5.0	0.0	SD17-3_LP-DIR-T										hargrave 2023-05-15 16:38:23	u			498.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD17-3	pmagpy-4.2.124: demag_gui	SD17-3			
									This study										lt	112.2	315.1	68.8	7.6	3.0	5.0	0.0	SD18-1_LP-DIR-T										hargrave 2023-10-10 13:02:14	u			523.0	77.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD18-1	pmagpy-4.2.124: demag_gui	SD18-1			
									This study										mag	2.1	273.3	-80.1	18.1	3.0	7.0	0.0	SD18-1_LP-DIR-T										hargrave 2023-10-10 13:02:14	u			868.0	828.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD18-1	pmagpy-4.2.124: demag_gui	SD18-1			
									This study										mt	28.1	280.4	-56.1	2.2	3.0	6.0	0.0	SD18-1_LP-DIR-T										hargrave 2023-10-10 13:02:14	u			653.0	548.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD18-1	pmagpy-4.2.124: demag_gui	SD18-1			
									This study										lt	98.2	326.0	35.8	19.6	2.0	4.0	0.0	SD18-2_LP-DIR-T										hargrave 2023-10-10 13:05:01	u			498.0	77.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD18-2	pmagpy-4.2.124: demag_gui	SD18-2			
									This study										mt	8.7	276.7	-63.9	2.4	2.0	5.0	0.0	SD18-2_LP-DIR-T										hargrave 2023-10-10 13:05:01	u			633.0	548.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD18-2	pmagpy-4.2.124: demag_gui	SD18-2			
									This study										mt	8.1	270.5	-65.2	2.7	3.0	6.0	0.0	SD18-3_LP-DIR-T										hargrave 2023-10-10 13:06:30	u			673.0	573.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD18-3	pmagpy-4.2.124: demag_gui	SD18-3			
									This study										mag	0.0	244.2	-71.0	7.1	3.0	4.0	0.0	SD18-3_LP-DIR-T										hargrave 2023-10-10 13:06:30	u			853.0	837.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD18-3	pmagpy-4.2.124: demag_gui	SD18-3			
									This study										lt	116.3	1.2	41.9	39.5	3.0	8.0	0.0	SD18-3_LP-DIR-T										hargrave 2023-10-10 13:06:30	u			548.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD18-3	pmagpy-4.2.124: demag_gui	SD18-3			
