tab	specimens
analysts	aniso_f	aniso_l	aniso_p	aniso_s	aniso_s_n_measurements	aniso_t	aniso_type	azimuth	citations	contribution_id	critical_temp	critical_temp_high	critical_temp_low	critical_temp_mineral	critical_temp_type	description	dip	dir_alpha95	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	experiments	hyst_bc	hyst_bc_offset	hyst_bcr	hyst_loop	hyst_mr_mass	hyst_ms_mass	hyst_xhf	igsn	igsn_parent	instrument_codes	int_corr	meas_orient_phi	meas_orient_theta	meas_step_max	meas_step_min	meas_step_unit	meas_temp	method_codes	mineral_type	rem_hirm_mass	rem_sratio	rem_sratio_back	rem_sratio_forward	result_quality	row_id	sample	software_packages	specimen	synthetic_alternatives	volume	weight
									This study										mag	0.0	288.8	-38.4	4.7	2.0	13.0	0.0	SD32-3_LP-DIR-T										hargrave 2023-09-26 10:21:00	u			842.0	773.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD32-3	pmagpy-4.2.124: demag_gui	SD32-3			
									This study										lt	38.4	349.2	16.4	1.8	2.0	3.0	0.0	SD32-3_LP-DIR-T										hargrave 2023-09-26 10:21:00	u			373.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD32-3	pmagpy-4.2.124: demag_gui	SD32-3			
									This study										lt	27.9	3.5	30.4	2.4	1.0	4.0	0.0	SD33-1_LP-DIR-T										hargrave 2023-09-18 17:13:12	u			473.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD33-1	pmagpy-4.2.124: demag_gui	SD33-1			
									This study										lt	63.3	3.5	23.2	3.7	3.0	4.0	0.0	SD33-2_LP-DIR-T										hargrave 2023-09-26 10:22:28	u			473.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD33-2	pmagpy-4.2.124: demag_gui	SD33-2			
									This study										mag	76.0	62.5	41.7	9.3	3.0	9.0	0.0	SD33-2_LP-DIR-T										hargrave 2023-09-26 10:22:28	u			818.0	713.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD33-2	pmagpy-4.2.124: demag_gui	SD33-2			
									This study										mt	22.5	270.5	-52.8	3.0	3.0	7.0	0.0	SD33-2_LP-DIR-T										hargrave 2023-09-26 10:22:28	u			633.0	498.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD33-2	pmagpy-4.2.124: demag_gui	SD33-2			
									This study										mag	0.0	261.5	-68.2	2.6	2.0	17.0	0.0	SD33-3_LP-DIR-T										hargrave 2023-10-05 08:51:04	u			858.0	753.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD33-3	pmagpy-4.2.124: demag_gui	SD33-3			
									This study										lt	128.5	349.2	53.1	4.0	2.0	4.0	0.0	SD33-3_LP-DIR-T										hargrave 2023-10-05 08:51:04	u			473.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD33-3	pmagpy-4.2.124: demag_gui	SD33-3			
									This study										mt	20.6	239.2	-74.9	14.0	3.0	4.0	0.0	SD34-1_LP-DIR-T										hargrave 2023-10-05 08:52:31	u			613.0	548.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD34-1	pmagpy-4.2.124: demag_gui	SD34-1			
									This study										lt	104.7	12.0	28.9	3.4	3.0	4.0	0.0	SD34-1_LP-DIR-T										hargrave 2023-10-05 08:52:31	u			473.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD34-1	pmagpy-4.2.124: demag_gui	SD34-1			
									This study										mag	0.0	285.0	-60.9	3.3	3.0	16.0	0.0	SD34-1_LP-DIR-T										hargrave 2023-10-05 08:52:31	u			858.0	773.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD34-1	pmagpy-4.2.124: demag_gui	SD34-1			
									This study										lt	48.6	7.4	21.8	3.9	2.0	4.0	0.0	SD34-2_LP-DIR-T										hargrave 2023-10-05 08:53:55	u			473.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD34-2	pmagpy-4.2.124: demag_gui	SD34-2			
									This study										mag	7.6	278.3	-53.3	11.2	2.0	18.0	0.0	SD34-2_LP-DIR-T										hargrave 2023-10-05 08:53:55	u			854.0	713.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD34-2	pmagpy-4.2.124: demag_gui	SD34-2			
									This study										mag	0.0	264.8	-69.9	5.5	3.0	16.0	0.0	SD34-3_LP-DIR-T										hargrave 2023-10-05 08:55:20	u			858.0	773.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD34-3	pmagpy-4.2.124: demag_gui	SD34-3			
									This study										mt	144.0	100.2	41.9	13.8	3.0	4.0	0.0	SD34-3_LP-DIR-T										hargrave 2023-10-05 08:55:20	u			633.0	573.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD34-3	pmagpy-4.2.124: demag_gui	SD34-3			
									This study										lt	90.5	2.4	29.0	4.0	3.0	4.0	0.0	SD34-3_LP-DIR-T										hargrave 2023-10-05 08:55:20	u			473.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD34-3	pmagpy-4.2.124: demag_gui	SD34-3			
									This study										lt	50.8	22.8	24.1	3.0	1.0	4.0	0.0	SD35-1_LP-DIR-T										hargrave 2023-09-18 17:20:26	u			473.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD35-1	pmagpy-4.2.124: demag_gui	SD35-1			
									This study										mag	10.7	282.5	-61.4	24.6	2.0	13.0	0.0	SD35-2_LP-DIR-T										hargrave 2023-09-26 10:29:39	u			829.0	693.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD35-2	pmagpy-4.2.124: demag_gui	SD35-2			
									This study										lt	67.7	23.0	20.0	3.9	2.0	4.0	0.0	SD35-2_LP-DIR-T										hargrave 2023-09-26 10:29:39	u			473.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD35-2	pmagpy-4.2.124: demag_gui	SD35-2			
									This study										mt	16.3	334.3	-71.8	21.9	3.0	6.0	0.0	SD35-3_LP-DIR-T										hargrave 2023-10-05 08:56:44	u			613.0	498.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD35-3	pmagpy-4.2.124: demag_gui	SD35-3			
									This study										lt	110.2	5.9	38.9	4.9	3.0	3.0	0.0	SD35-3_LP-DIR-T										hargrave 2023-10-05 08:56:44	u			473.0	77.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD35-3	pmagpy-4.2.124: demag_gui	SD35-3			
									This study										mag	0.0	281.7	-66.6	3.1	3.0	16.0	0.0	SD35-3_LP-DIR-T										hargrave 2023-10-05 08:56:44	u			858.0	773.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD35-3	pmagpy-4.2.124: demag_gui	SD35-3			
									This study										mt	7.6	256.0	-44.5	15.3	2.0	5.0	100.0	SD36-1_LP-DIR-T										hargrave 2023-10-10 13:27:17	u			613.0	523.0	K		LP-DIR-T:DE-BFL:DA-DIR-TILT:SP-SAW						g		SD36-1	pmagpy-4.2.124: demag_gui	SD36-1			
									This study										mag	2.4	252.1	-43.6	3.9	2.0	17.0	100.0	SD36-1_LP-DIR-T										hargrave 2023-10-10 13:27:17	u			858.0	753.0	K		LP-DIR-T:DE-BFL:DA-DIR-TILT:SP-SAW						g		SD36-1	pmagpy-4.2.124: demag_gui	SD36-1			
									This study										mt	7.6	261.5	-42.5	15.3	2.0	5.0	0.0	SD36-1_LP-DIR-T										hargrave 2023-10-10 13:27:17	u			613.0	523.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD36-1	pmagpy-4.2.124: demag_gui	SD36-1			
									This study										mag	2.4	257.5	-42.0	3.9	2.0	17.0	0.0	SD36-1_LP-DIR-T										hargrave 2023-10-10 13:27:17	u			858.0	753.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD36-1	pmagpy-4.2.124: demag_gui	SD36-1			
									This study										lt	107.9	345.3	23.3	5.3	3.0	3.0	0.0	SD36-2_LP-DIR-T										hargrave 2023-10-06 18:18:06	u			373.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD36-2	pmagpy-4.2.124: demag_gui	SD36-2			
									This study										mt	2.4	248.8	-52.0	1.1	3.0	5.0	0.0	SD36-2_LP-DIR-T										hargrave 2023-10-06 18:18:06	u			613.0	523.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD36-2	pmagpy-4.2.124: demag_gui	SD36-2			
									This study										lt	107.9	344.7	17.4	5.3	3.0	3.0	100.0	SD36-2_LP-DIR-T										hargrave 2023-10-06 18:18:06	u			373.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-TILT:SP-SAW						g		SD36-2	pmagpy-4.2.124: demag_gui	SD36-2			
									This study										mag	9.5	250.0	-52.3	10.3	3.0	13.0	100.0	SD36-2_LP-DIR-T										hargrave 2023-10-06 18:18:06	u			854.0	793.0	K		LP-DIR-T:DE-BFL:DA-DIR-TILT:SP-SAW						g		SD36-2	pmagpy-4.2.124: demag_gui	SD36-2			
									This study										mag	9.5	257.5	-50.8	10.3	3.0	13.0	0.0	SD36-2_LP-DIR-T										hargrave 2023-10-06 18:18:06	u			854.0	793.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD36-2	pmagpy-4.2.124: demag_gui	SD36-2			
									This study										mt	2.4	240.9	-52.6	1.1	3.0	5.0	100.0	SD36-2_LP-DIR-T										hargrave 2023-10-06 18:18:06	u			613.0	523.0	K		LP-DIR-T:DE-BFL:DA-DIR-TILT:SP-SAW						g		SD36-2	pmagpy-4.2.124: demag_gui	SD36-2			
									This study										mag	26.8	273.7	-43.2	12.3	2.0	14.0	0.0	SD36-3_LP-DIR-T										hargrave 2023-09-26 10:37:07	u			842.0	753.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD36-3	pmagpy-4.2.124: demag_gui	SD36-3			
									This study										mag	26.8	268.5	-46.4	12.3	2.0	14.0	100.0	SD36-3_LP-DIR-T										hargrave 2023-09-26 10:37:07	u			842.0	753.0	K		LP-DIR-T:DE-BFL:DA-DIR-TILT:SP-SAW						g		SD36-3	pmagpy-4.2.124: demag_gui	SD36-3			
									This study										mt	12.1	264.4	-46.0	4.4	2.0	5.0	100.0	SD36-3_LP-DIR-T										hargrave 2023-09-26 10:37:07	u			613.0	523.0	K		LP-DIR-T:DE-BFL:DA-DIR-TILT:SP-SAW						g		SD36-3	pmagpy-4.2.124: demag_gui	SD36-3			
									This study										mt	12.1	269.7	-43.2	4.4	2.0	5.0	0.0	SD36-3_LP-DIR-T										hargrave 2023-09-26 10:37:07	u			613.0	523.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD36-3	pmagpy-4.2.124: demag_gui	SD36-3			
									This study										lt	10.2	354.9	17.3	1.1	1.0	3.0	100.0	SD37-2_LP-DIR-T										hargrave 2023-09-18 10:58:19	u			373.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-TILT:SP-SAW						g		SD37-2	pmagpy-4.2.124: demag_gui	SD37-2			
									This study										lt	10.2	355.9	22.8	1.1	1.0	3.0	0.0	SD37-2_LP-DIR-T										hargrave 2023-09-18 10:58:19	u			373.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD37-2	pmagpy-4.2.124: demag_gui	SD37-2			
									This study										mag	0.0	87.0	51.7	19.3	2.0	5.0	100.0	SD37-3_LP-DIR-T										hargrave 2023-09-18 10:59:49	u			813.0	773.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-TILT:SP-SAW						g		SD37-3	pmagpy-4.2.124: demag_gui	SD37-3			
									This study										lt	3.5	356.5	17.3	3.2	2.0	3.0	100.0	SD37-3_LP-DIR-T										hargrave 2023-09-18 10:59:49	u			373.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-TILT:SP-SAW						g		SD37-3	pmagpy-4.2.124: demag_gui	SD37-3			
									This study										lt	3.5	357.5	22.7	3.2	2.0	3.0	0.0	SD37-3_LP-DIR-T										hargrave 2023-09-18 10:59:49	u			373.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD37-3	pmagpy-4.2.124: demag_gui	SD37-3			
									This study										mag	0.0	93.3	48.5	19.3	2.0	5.0	0.0	SD37-3_LP-DIR-T										hargrave 2023-09-18 10:59:49	u			813.0	773.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD37-3	pmagpy-4.2.124: demag_gui	SD37-3			
									This study										mag	0.0	267.0	-56.1	1.0	1.0	11.0	100.0	SD38-1_LP-DIR-T										hargrave 2023-09-24 15:44:00	u			836.0	773.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-TILT:SP-SAW						g		SD38-1	pmagpy-4.2.124: demag_gui	SD38-1			
									This study										mag	0.0	274.3	-52.9	1.0	1.0	11.0	0.0	SD38-1_LP-DIR-T										hargrave 2023-09-24 15:44:00	u			836.0	773.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD38-1	pmagpy-4.2.124: demag_gui	SD38-1			
									This study										mag	0.0	276.3	-46.2	2.7	1.0	11.0	0.0	SD38-2_LP-DIR-T										hargrave 2023-09-24 15:45:25	u			836.0	773.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD38-2	pmagpy-4.2.124: demag_gui	SD38-2			
									This study										mag	0.0	270.7	-49.6	2.7	1.0	11.0	100.0	SD38-2_LP-DIR-T										hargrave 2023-09-24 15:45:25	u			836.0	773.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-TILT:SP-SAW						g		SD38-2	pmagpy-4.2.124: demag_gui	SD38-2			
									This study										mag	0.0	266.6	-44.2	1.4	1.0	10.0	100.0	SD38-3_LP-DIR-T										hargrave 2023-09-23 17:35:38	u			832.0	773.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-TILT:SP-SAW						g		SD38-3	pmagpy-4.2.124: demag_gui	SD38-3			
									This study										mag	0.0	271.5	-41.1	1.4	1.0	10.0	0.0	SD38-3_LP-DIR-T										hargrave 2023-09-23 17:35:38	u			832.0	773.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD38-3	pmagpy-4.2.124: demag_gui	SD38-3			
									This study										lt	0.6	357.3	21.4	2.8	1.0	3.0	0.0	SD39-1_LP-DIR-T										hargrave 2023-09-18 09:40:20	u			373.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD39-1	pmagpy-4.2.124: demag_gui	SD39-1			
									This study										lt	0.6	356.3	16.0	2.8	1.0	3.0	100.0	SD39-1_LP-DIR-T										hargrave 2023-09-18 09:40:20	u			373.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-TILT:SP-SAW						g		SD39-1	pmagpy-4.2.124: demag_gui	SD39-1			
									This study										lt	0.5	9.7	20.7	6.9	1.0	3.0	0.0	SD39-2_LP-DIR-T										hargrave 2023-09-05 17:19:10	u			373.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD39-2	pmagpy-4.2.124: demag_gui	SD39-2			
									This study										lt	0.5	8.4	16.0	6.9	1.0	3.0	100.0	SD39-2_LP-DIR-T										hargrave 2023-09-05 17:19:10	u			373.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-TILT:SP-SAW						g		SD39-2	pmagpy-4.2.124: demag_gui	SD39-2			
									This study										lt	0.6	353.6	22.7	0.9	1.0	3.0	0.0	SD39-3_LP-DIR-T										hargrave 2023-09-18 09:41:48	u			373.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD39-3	pmagpy-4.2.124: demag_gui	SD39-3			
									This study										lt	0.6	352.7	17.1	0.9	1.0	3.0	100.0	SD39-3_LP-DIR-T										hargrave 2023-09-18 09:41:48	u			373.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-TILT:SP-SAW						g		SD39-3	pmagpy-4.2.124: demag_gui	SD39-3			
									This study										mht	113.0	47.4	29.2	8.0	3.0	8.0	100.0	SD39-4_LP-DIR-T										hargrave 2023-09-24 15:46:50	u			813.0	713.0	K		LP-DIR-T:DE-BFL:DA-DIR-TILT:SP-SAW						g		SD39-4	pmagpy-4.2.124: demag_gui	SD39-4			
									This study										lt	40.2	4.0	41.1	6.2	3.0	5.0	100.0	SD39-4_LP-DIR-T										hargrave 2023-09-24 15:46:50	u			498.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-TILT:SP-SAW						g		SD39-4	pmagpy-4.2.124: demag_gui	SD39-4			
									This study										mag	0.0	256.7	-44.4	9.2	3.0	4.0	100.0	SD39-4_LP-DIR-T										hargrave 2023-09-24 15:46:50	u			836.0	826.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-TILT:SP-SAW						g		SD39-4	pmagpy-4.2.124: demag_gui	SD39-4			
									This study										mht	113.0	50.8	30.3	8.0	3.0	8.0	0.0	SD39-4_LP-DIR-T										hargrave 2023-09-24 15:46:50	u			813.0	713.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD39-4	pmagpy-4.2.124: demag_gui	SD39-4			
									This study										mag	0.0	262.1	-42.3	9.2	3.0	4.0	0.0	SD39-4_LP-DIR-T										hargrave 2023-09-24 15:46:50	u			836.0	826.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD39-4	pmagpy-4.2.124: demag_gui	SD39-4			
									This study										lt	40.2	7.4	46.0	6.2	3.0	5.0	0.0	SD39-4_LP-DIR-T										hargrave 2023-09-24 15:46:50	u			498.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD39-4	pmagpy-4.2.124: demag_gui	SD39-4			
									This study										mt	2.8	245.1	-57.3	14.5	2.0	6.0	0.0	SD4-1_LP-DIR-T										hargrave 2023-05-12 19:39:50	u			593.0	473.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD4-1	pmagpy-4.2.124: demag_gui	SD4-1			
									This study										mag	0.0	243.2	-62.8	3.2	2.0	11.0	0.0	SD4-1_LP-DIR-T										hargrave 2023-05-12 19:39:50	u			859.0	773.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD4-1	pmagpy-4.2.124: demag_gui	SD4-1			
									This study										mt	12.4	300.3	-53.6	3.6	4.0	4.0	0.0	SD4-2_LP-DIR-T										hargrave 2023-05-12 19:41:19	u			523.0	373.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD4-2	pmagpy-4.2.124: demag_gui	SD4-2			
									This study										mht	152.0	60.1	53.3	8.0	4.0	14.0	0.0	SD4-2_LP-DIR-T										hargrave 2023-05-12 19:41:19	u			818.0	548.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD4-2	pmagpy-4.2.124: demag_gui	SD4-2			
									This study										mag	0.0	265.0	-67.7	3.9	4.0	7.0	0.0	SD4-2_LP-DIR-T										hargrave 2023-05-12 19:41:19	u			859.0	828.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD4-2	pmagpy-4.2.124: demag_gui	SD4-2			
									This study										lt	85.1	358.0	29.4	0.5	4.0	3.0	0.0	SD4-2_LP-DIR-T										hargrave 2023-05-12 19:41:19	u			373.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD4-2	pmagpy-4.2.124: demag_gui	SD4-2			
									This study										mag	0.0	267.3	-62.2	1.2	2.0	9.0	0.0	SD4-3_LP-DIR-T										hargrave 2023-05-12 19:42:41	u			859.0	808.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD4-3	pmagpy-4.2.124: demag_gui	SD4-3			
									This study										mt	10.6	293.2	-74.5	5.7	2.0	7.0	0.0	SD4-3_LP-DIR-T										hargrave 2023-05-12 19:42:41	u			613.0	473.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD4-3	pmagpy-4.2.124: demag_gui	SD4-3			
									This study										lt	33.3	352.3	18.9	5.5	1.0	4.0	100.0	SD40-1_LP-DIR-T										hargrave 2023-09-18 17:37:16	u			473.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-TILT:SP-SAW						g		SD40-1	pmagpy-4.2.124: demag_gui	SD40-1			
									This study										lt	33.3	353.3	24.5	5.5	1.0	4.0	0.0	SD40-1_LP-DIR-T										hargrave 2023-09-18 17:37:16	u			473.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD40-1	pmagpy-4.2.124: demag_gui	SD40-1			
									This study										mag	0.0	277.6	-48.5	2.2	2.0	9.0	0.0	SD40-2_LP-DIR-T										hargrave 2023-09-24 15:48:17	u			836.0	793.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD40-2	pmagpy-4.2.124: demag_gui	SD40-2			
									This study										lt	84.5	3.2	17.0	2.4	2.0	6.0	0.0	SD40-2_LP-DIR-T										hargrave 2023-09-24 15:48:17	u			523.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD40-2	pmagpy-4.2.124: demag_gui	SD40-2			
									This study										mag	0.0	271.6	-52.1	2.2	2.0	9.0	100.0	SD40-2_LP-DIR-T										hargrave 2023-09-24 15:48:17	u			836.0	793.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-TILT:SP-SAW						g		SD40-2	pmagpy-4.2.124: demag_gui	SD40-2			
									This study										lt	84.5	2.4	11.9	2.4	2.0	6.0	100.0	SD40-2_LP-DIR-T										hargrave 2023-09-24 15:48:17	u			523.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-TILT:SP-SAW						g		SD40-2	pmagpy-4.2.124: demag_gui	SD40-2			
									This study										lt	62.6	0.1	28.0	3.8	2.0	5.0	0.0	SD40-3_LP-DIR-T										hargrave 2023-09-24 15:49:46	u			498.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD40-3	pmagpy-4.2.124: demag_gui	SD40-3			
									This study										mag	0.0	281.2	-44.4	4.1	2.0	6.0	0.0	SD40-3_LP-DIR-T										hargrave 2023-09-24 15:49:46	u			836.0	818.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD40-3	pmagpy-4.2.124: demag_gui	SD40-3			
									This study										mag	0.0	276.2	-48.3	4.1	2.0	6.0	100.0	SD40-3_LP-DIR-T										hargrave 2023-09-24 15:49:46	u			836.0	818.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-TILT:SP-SAW						g		SD40-3	pmagpy-4.2.124: demag_gui	SD40-3			
									This study										lt	62.6	358.6	22.7	3.8	2.0	5.0	100.0	SD40-3_LP-DIR-T										hargrave 2023-09-24 15:49:46	u			498.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-TILT:SP-SAW						g		SD40-3	pmagpy-4.2.124: demag_gui	SD40-3			
									This study										lt	36.4	1.6	23.3	6.4	1.0	5.0	100.0	SD40-4_LP-DIR-T										hargrave 2023-09-18 17:40:49	u			523.0	77.0	K		LP-DIR-T:DE-BFL:DA-DIR-TILT:SP-SAW						g		SD40-4	pmagpy-4.2.124: demag_gui	SD40-4			
									This study										lt	36.4	3.3	28.4	6.4	1.0	5.0	0.0	SD40-4_LP-DIR-T										hargrave 2023-09-18 17:40:49	u			523.0	77.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD40-4	pmagpy-4.2.124: demag_gui	SD40-4			
									This study										mag	0.0	272.5	-33.6	0.9	1.0	5.0	100.0	SD40-5_LP-DIR-T										hargrave 2023-09-23 17:41:53	u			832.0	818.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-TILT:SP-SAW						g		SD40-5	pmagpy-4.2.124: demag_gui	SD40-5			
									This study										mag	0.0	275.6	-30.1	0.9	1.0	5.0	0.0	SD40-5_LP-DIR-T										hargrave 2023-09-23 17:41:53	u			832.0	818.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD40-5	pmagpy-4.2.124: demag_gui	SD40-5			
									This study										lt	71.6	2.5	23.2	0.7	2.0	3.0	0.0	SD40-6_LP-DIR-T										hargrave 2023-09-24 15:51:18	u			373.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD40-6	pmagpy-4.2.124: demag_gui	SD40-6			
									This study										mag	0.0	277.7	-53.6	8.9	2.0	4.0	100.0	SD40-6_LP-DIR-T										hargrave 2023-09-24 15:51:18	u			836.0	826.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-TILT:SP-SAW						g		SD40-6	pmagpy-4.2.124: demag_gui	SD40-6			
									This study										lt	71.6	1.3	18.1	0.7	2.0	3.0	100.0	SD40-6_LP-DIR-T										hargrave 2023-09-24 15:51:18	u			373.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-TILT:SP-SAW						g		SD40-6	pmagpy-4.2.124: demag_gui	SD40-6			
									This study										mag	0.0	283.5	-49.5	8.9	2.0	4.0	0.0	SD40-6_LP-DIR-T										hargrave 2023-09-24 15:51:18	u			836.0	826.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD40-6	pmagpy-4.2.124: demag_gui	SD40-6			
									This study										lt	54.9	14.7	19.2	11.8	1.0	3.0	100.0	SD42-2_LP-DIR-T										hargrave 2023-09-26 10:39:55	u			473.0	77.0	K		LP-DIR-T:DE-BFL:DA-DIR-TILT:SP-SAW						g		SD42-2	pmagpy-4.2.124: demag_gui	SD42-2			
									This study										lt	54.9	16.5	23.4	11.8	1.0	3.0	0.0	SD42-2_LP-DIR-T										hargrave 2023-09-26 10:39:55	u			473.0	77.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD42-2	pmagpy-4.2.124: demag_gui	SD42-2			
									This study										lt	21.3	354.1	11.8	0.9	1.0	4.0	100.0	SD42-4_LP-DIR-T										hargrave 2023-10-10 13:30:20	u			473.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-TILT:SP-SAW						g		SD42-4	pmagpy-4.2.124: demag_gui	SD42-4			
									This study										lt	21.3	354.8	17.4	0.9	1.0	4.0	0.0	SD42-4_LP-DIR-T										hargrave 2023-10-10 13:30:20	u			473.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD42-4	pmagpy-4.2.124: demag_gui	SD42-4			
									This study										lt	25.7	349.5	7.6	2.4	1.0	4.0	100.0	SD42-5_LP-DIR-T										hargrave 2023-10-10 13:31:48	u			473.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-TILT:SP-SAW						g		SD42-5	pmagpy-4.2.124: demag_gui	SD42-5			
