tab	sites
site	location	samples	specimens	dir_alpha95	dir_comp_name	dir_dec	dir_inc	dir_k	dir_n_samples	dir_n_specimens	dir_n_specimens_lines	dir_n_specimens_planes	dir_polarity	dir_r	dir_tilt_correction	lat	lon	analysts	criteria	software_packages	citations	method_codes	result_quality	vgp_dm	vgp_dp	vgp_lat	vgp_lon
SD83	Zalawt plain	SD83-6	SD83-6		hem	73.6	41.6		1.0	1	1	0	t		100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  220.0 	  134.4 	   21.5 	  125.3 
SD83	Zalawt plain	SD83-1:SD83-2:SD83-3	SD83-1:SD83-2:SD83-3	    5.0 	mag	  241.5 	  -61.9 	   617 	3.0	3 	3 	0 	t	2.9968 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	    7.7 	    6.0 	  -32.3 	  284.2 
SD83	Zalawt plain	SD83-3:SD83-4:SD83-5	SD83-3:SD83-4:SD83-5	    4.5 	lt	  358.7 	   20.6 	   762 	3.0	3 	3 	0 	n	2.9974 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	    4.7 	    2.5 	   83.4 	  246.1 
SD83	Zalawt plain	SD83-6	SD83-6		hem	73.6	41.6		1.0	1	1	0	t		0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  220.0 	  134.4 	   21.5 	  125.3 
SD83	Zalawt plain	SD83-1:SD83-2:SD83-3	SD83-1:SD83-2:SD83-3	    5.0 	mag	  241.5 	  -61.9 	   617 	3.0	3 	3 	0 	t	2.9968 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	    7.7 	    6.0 	  -32.3 	  284.2 
SD84	Zalawt plain	SD84-1:SD84-2:SD84-3	SD84-1:SD84-2:SD84-3	    7.6 	mag	  241.5 	  -55.8 	   262 	3.0	3 	3 	0 	t	2.9924 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	   10.9 	    7.8 	  -32.8 	  292.3 
SD84	Zalawt plain	SD84-1:SD84-2:SD84-3	SD84-1:SD84-2:SD84-3	    7.6 	mag	  241.5 	  -55.8 	   262 	3.0	3 	3 	0 	t	2.9924 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	   10.9 	    7.8 	  -32.8 	  292.3 
SD85	Zalawt plain	SD85-1	SD85-1		lt	357.9	23.1		1.0	1	1	0	n		0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  191.4 	  101.7 	   84.5 	  257.1 
SD85	Zalawt plain	SD85-1:SD85-2:SD85-3	SD85-1:SD85-2:SD85-3	   11.6 	mag	  259.6 	  -55.0 	   113 	3.0	3 	3 	0 	t	2.9823 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	   16.5 	   11.7 	  -18.1 	  292.3 
SD85	Zalawt plain	SD85-1:SD85-2:SD85-3	SD85-1:SD85-2:SD85-3	   11.6 	mag	  259.6 	  -55.0 	   113 	3.0	3 	3 	0 	t	2.9823 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	   16.5 	   11.7 	  -18.1 	  292.3 
SD85	Zalawt plain	SD85-1	SD85-1		lt	357.9	23.1		1.0	1	1	0	n		100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  191.4 	  101.7 	   84.5 	  257.1 
SD86	Zalawt plain	SD86-3	SD86-3		lt	5.7	30.9		1.0	1	1	0	n		0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  201.0 	  112.2 	   84.5 	  148.7 
SD86	Zalawt plain	SD86-1:SD86-2:SD86-3	SD86-1:SD86-2:SD86-3	   17.1 	mag	  274.7 	  -48.5 	    53 	3.0	3 	3 	0 	t	2.9621 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	   22.5 	   14.8 	   -4.4 	  295.4 
SD86	Zalawt plain	SD86-3	SD86-3		lt	3.8	26.0		1.0	1	1	0	n		100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  194.6 	  105.2 	   85.0 	  187.2 
SD86	Zalawt plain	SD86-1:SD86-2:SD86-3	SD86-1:SD86-2:SD86-3	   17.1 	mag	  268.5 	  -51.7 	    53 	3.0	3 	3 	0 	t	2.9622 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	   23.3 	   15.9 	  -10.3 	  294.0 
SD87	Zalawt plain	SD87-1:SD87-2:SD87-3	SD87-1:SD87-2:SD87-3	    7.5 	mag	  272.4 	  -47.8 	   270 	3.0	3 	3 	0 	t	2.9926 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	    9.8 	    6.4 	   -6.1 	  296.5 
SD87	Zalawt plain	SD87-1:SD87-2:SD87-3	SD87-1:SD87-2:SD87-3	    7.5 	mag	  266.2 	  -50.9 	   268 	3.0	3 	3 	0 	t	2.9925 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	   10.1 	    6.8 	  -12.0 	  295.2 
SD88	Zalawt plain	SD88-1	SD88-1		mag	243.6	-52.5		1.0	1	1	0	t		100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  247.7 	  170.5 	  -31.1 	  296.1 
SD88	Zalawt plain	SD88-1	SD88-1		mag	251.3	-51.6		1.0	1	1	0	t		0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  245.1 	  166.9 	  -24.6 	  296.7 
SD88	Zalawt plain	SD88-1	SD88-1		lt	351.4	27.4		1.0	1	1	0	n		0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  196.3 	  107.0 	   81.3 	  308.9 
SD88	Zalawt plain	SD88-1	SD88-1		lt	350.4	21.7		1.0	1	1	0	n		100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  190.0 	  100.3 	   79.0 	  294.0 
SD89	Zalawt plain	SD89-2:SD89-3	SD89-2:SD89-3	   18.6 	lt	  357.1 	   26.9 	   182 	2.0	2 	2 	0 	n	1.9945 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	   20.2 	   11.0 	   86.0 	  279.6 
SD89	Zalawt plain	SD89-2:SD89-3	SD89-2:SD89-3	   23.1 	mag	  286.0 	  -42.2 	   119 	2.0	2 	2 	0 	t	1.9916 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	   28.4 	   17.5 	    6.8 	  296.7 
SD89	Zalawt plain	SD89-2:SD89-3	SD89-2:SD89-3	   23.3 	mag	  281.7 	  -46.5 	   117 	2.0	2 	2 	0 	t	1.9915 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	   29.9 	   19.2 	    2.0 	  295.0 
SD89	Zalawt plain	SD89-2:SD89-3	SD89-2:SD89-3	   18.5 	lt	  355.8 	   21.5 	   184 	2.0	2 	2 	0 	n	1.9946 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	   19.5 	   10.3 	   82.8 	  269.8 
SD9	Zalawt plain	SD9-1:SD9-2:SD9-3	SD9-1:SD9-2:SD9-3	   53.0 	mag	  324.9 	  -58.0 	     6 	3.0	3 	3 	0 	t	2.6915 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	   78.1 	   57.5 	   25.3 	  264.7 
SD9	Zalawt plain	SD9-1:SD9-2	SD9-1:SD9-2	   47.1 	mt	  341.9 	  -52.7 	    30 	2.0	2 	2 	0 	n	1.9670 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	   65.0 	   44.8 	   36.7 	  253.8 
SD9	Zalawt plain	SD9-1:SD9-2	SD9-1:SD9-2	   47.1 	mt	  341.9 	  -52.7 	    30 	2.0	2 	2 	0 	n	1.9670 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	   65.0 	   44.8 	   36.7 	  253.8 
SD9	Zalawt plain	SD9-1:SD9-2:SD9-3	SD9-1:SD9-2:SD9-3	   53.0 	mag	  324.9 	  -58.0 	     6 	3.0	3 	3 	0 	t	2.6915 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:DE-FM	g	   78.1 	   57.5 	   25.3 	  264.7 
SD9	Zalawt plain	SD9-1:SD9-2	SD9-1:SD9-2	   24.0 	lt	    1.3 	   14.7 	   110 	2.0	2 	2 	0 	n	1.9909 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	   24.6 	   12.6 	   80.3 	  227.2 
SD9	Zalawt plain	SD9-1:SD9-2	SD9-1:SD9-2	   24.0 	lt	    1.3 	   14.7 	   110 	2.0	2 	2 	0 	n	1.9909 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	   24.6 	   12.6 	   80.3 	  227.2 
SD90	Zalawt plain	SD90-2:SD90-3	SD90-2:SD90-3	    9.4 	mag	  264.2 	  -49.8 	   711 	2.0	2 	2 	0 	t	1.9986 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	   12.5 	    8.4 	  -13.5 	  296.6 
SD90	Zalawt plain	SD90-2:SD90-3	SD90-2:SD90-3	   10.9 	mt	   75.0 	   49.7 	   532 	2.0	2 	2 	0 	t	1.9981 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	   14.5 	    9.7 	   21.2 	  118.1 
SD90	Zalawt plain	SD90-2:SD90-3	SD90-2:SD90-3	   11.0 	mt	   67.8 	   51.0 	   520 	2.0	2 	2 	0 	t	1.9981 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	   14.9 	   10.1 	   27.5 	  117.5 
SD90	Zalawt plain	SD90-2:SD90-3	SD90-2:SD90-3	    9.5 	mag	  257.3 	  -52.0 	   688 	2.0	2 	2 	0 	t	1.9985 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	   13.0 	    8.9 	  -19.6 	  295.6 
SD91	Zalawt plain	SD91-1:SD91-3	SD91-1:SD91-3	   20.7 	lt	    1.5 	   27.9 	   147 	2.0	2 	2 	0 	n	1.9932 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	   22.6 	   12.4 	   87.3 	  202.3 
SD91	Zalawt plain	SD91-1	SD91-1		mag	72.2	46.1		1.0	1	1	0	t		0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  230.4 	  147.4 	   23.3 	  121.8 
SD91	Zalawt plain	SD91-1:SD91-3	SD91-1:SD91-3	   20.5 	lt	  359.9 	   22.7 	   150 	2.0	2 	2 	0 	n	1.9933 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	   21.8 	   11.5 	   84.7 	  236.0 
SD91	Zalawt plain	SD91-1	SD91-1		mag	65.8	47.1		1.0	1	1	0	t		100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  232.9 	  150.6 	   29.0 	  121.6 
SD92	Zalawt plain	SD92-1:SD92-2:SD92-3	SD92-1:SD92-2:SD92-3	   16.7 	mag	  268.2 	  -49.0 	    56 	3.0	3 	3 	0 	t	2.9640 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	   22.1 	   14.6 	   -9.9 	  296.5 
SD92	Zalawt plain	SD92-2	SD92-2		lt	354.4	31.7		1.0	1	1	0	n		0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  202.1 	  113.5 	   84.6 	  326.4 
SD92	Zalawt plain	SD92-1:SD92-2:SD92-3	SD92-1:SD92-2:SD92-3	   16.7 	mag	  273.8 	  -45.7 	    56 	3.0	3 	3 	0 	t	2.9642 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	   21.3 	   13.6 	   -4.5 	  297.9 
SD92	Zalawt plain	SD92-2	SD92-2		lt	353.0	26.1		1.0	1	1	0	n		100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  194.7 	  105.3 	   82.5 	  299.6 
SD93	Zalawt plain	SD93-1:SD93-2:SD93-3	SD93-1:SD93-2:SD93-3	    8.0 	lt	  359.1 	   14.6 	   236 	3.0	3 	3 	0 	n	2.9915 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	    8.2 	    4.2 	   80.3 	  240.2 
SD93	Zalawt plain	SD93-1:SD93-2:SD93-3	SD93-1:SD93-2:SD93-3	    8.1 	lt	    0.1 	   19.9 	   234 	3.0	3 	3 	0 	n	2.9915 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	    8.5 	    4.4 	   83.2 	  234.1 
SD94	Zalawt plain	SD94-1:SD94-2:SD94-3	SD94-1:SD94-2:SD94-3	   19.3 	mag	  256.2 	  -49.6 	    42 	3.0	3 	3 	0 	t	2.9522 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	   25.7 	   17.1 	  -20.2 	  298.1 
SD94	Zalawt plain	SD94-1:SD94-2:SD94-3	SD94-1:SD94-2:SD94-3	   19.3 	mag	  262.7 	  -47.4 	    42 	3.0	3 	3 	0 	t	2.9523 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	   25.0 	   16.3 	  -14.3 	  299.0 
SD95	Zalawt plain	SD95-2:SD95-3	SD95-2:SD95-3	   30.3 	hem	  280.7 	  -44.1 	    70 	2.0	2 	2 	0 	t	1.9857 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:DE-BFL-A:LP-DC4	g	   38.0 	   23.8 	    1.8 	  297.1 
SD95	Zalawt plain	SD95-1:SD95-5	SD95-1:SD95-5	   10.3 	mag	  255.7 	  -59.6 	   585 	2.0	2 	2 	0 	t	1.9983 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	   15.5 	   11.7 	  -21.7 	  287.5 
SD95	Zalawt plain	SD95-2:SD95-3	SD95-2:SD95-3	   30.3 	hem	  275.8 	  -48.0 	    70 	2.0	2 	2 	0 	t	1.9857 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:DE-BFL-A:LP-DC4:DA-DIR-GEO	g	   39.6 	   25.9 	   -3.3 	  295.5 
SD95	Zalawt plain	SD95-1:SD95-5	SD95-1:SD95-5	   10.5 	mag	  245.2 	  -60.7 	   570 	2.0	2 	2 	0 	t	1.9982 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	   16.0 	   12.2 	  -29.7 	  286.2 
SD96	Zalawt plain	SD96-1	SD96-1		mag	271.2	-52.6		1.0	1	1	0	t		0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  248.0 	  170.9 	   -8.3 	  292.6 
SD96	Zalawt plain	SD96-1	SD96-1		mag	263.8	-55.5		1.0	1	1	0	t		100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  257.0 	  183.4 	  -14.9 	  291.2 
SD97	Zalawt plain	SD97-1	SD97-1		mag	256.9	-46.4		1.0	1	1	0	t		100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  231.1 	  148.3 	  -19.2 	  300.8 
SD97	Zalawt plain	SD97-1	SD97-1		mag	262.6	-44.2		1.0	1	1	0	t		0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  225.8 	  141.6 	  -13.8 	  301.6 
SD98	Zalawt plain															17.1	54.9										
SD99	Zalawt plain	SD99-1:SD99-2:SD99-3	SD99-1:SD99-2:SD99-3	    8.1 	mag	  277.2 	  -53.1 	   232 	3.0	3 	3 	0 	t	2.9914 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	   11.2 	    7.8 	   -3.6 	  290.7 
SD99	Zalawt plain	SD99-1:SD99-2:SD99-3	SD99-1:SD99-2:SD99-3	    8.1 	mag	  270.1 	  -56.6 	   231 	3.0	3 	3 	0 	t	2.9914 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	   11.7 	    8.5 	  -10.2 	  288.9 
